n size,m size,linear time,naive time
20000,5,1.931447399998433,0.849243500000739
20000,10,2.013409799998044,0.6998957000032533
20000,15,2.358605000001262,0.8367246000052546
20000,25,1.9656965999965905,0.872126100002788
20000,40,1.9667551999955322,0.7838076999978512
